 , ,CP03 -> CP01,-0.10393,
 , ,CP04 -> CI03,-0.26689,
 , ,CP05 -> CP04,-0.03052,
 , ,DAA01 -> DAA08,0.05070,
 , ,DAA01 -> E039,-0.54814,
 , ,DAA03 -> DAA04,-0.15834,
 , ,DAA04 -> DAA05,-0.64938,
 , ,DAA04 -> DK01,-0.98297,
 , ,DAA04 -> DK02,-0.98541,
 , ,DAA05 -> DAC06,0.17301,
 , ,DAA06 -> CF01,0.45076,
 , ,DAA06 -> CF03,0.46375,
 , ,DAA06 -> DAC05,0.37615,
 , ,DAA07 -> DAA06,-0.41118,
 , ,DAA08 -> DAA07,0.32840,
 , ,DAB01 -> DAB02,0.06722,
 , ,DAB02 -> DAD04,-0.32653,
 , ,DAB04 -> DAD06,0.11096,
 , ,DAB05 -> DAB03,0.04834,
 , ,DAB06 -> DAB05,0.00444,
 , ,DAB08 -> DAB07,-0.01155,
 , ,DAC02 -> DAB06,-0.15191,
 , ,DAC03 -> DAB08,0.26006,
 , ,DAC04 -> DAC03,0.00269,
 , ,DAC05 -> DAC04,-0.39120,
 , ,DAC06 -> DAC05,0.02702,
 , ,DAD01 -> DAD02,-0.04506,
 , ,DAD03 -> DAD01,0.40529,
 , ,DAD04 -> DAD03,-0.02160,
 , ,DAD05 -> DAB01,-0.16421,
 , ,DAD06 -> DAD05,0.05218,
 , ,DB01 -> DJ15,-0.20692,
 , ,DB02 -> CJ03,0.22859,
 , ,DB04 -> DB03,0.04657,
 , ,DCA01 -> DCA04,0.04152,
 , ,DCA02 -> DCA01,0.00296,
 , ,DCA02 -> DDA06,-0.07311,
 , ,DCA03 -> DCC01,0.08408,
 , ,DCA03 -> DCD02,-0.01063,
 , ,DCA04 -> DCA03,-0.03681,
 , ,DCC01 -> DCC04,-0.01912,
 , ,DCC03 -> DCC01,0.00227,
 , ,DCC03 -> DCC02,0.69458,
 , ,DCC04 -> DCC03,0.01680,
 , ,DCD01 -> DCA04,0.02058,
 , ,DCD02 -> DCD03,0.05477,
 , ,DCD03 -> CJ01,0.39259,
 , ,DCD03 -> CJ02,0.53825,
 , ,DCD03 -> DCD04,0.11791,
 , ,DCD04 -> DB01,-0.07464,
 , ,DCD04 -> DK34,-0.29993,
 , ,DDA01 -> DEA07,-0.00905,
 , ,DDA02 -> DDA03,0.02587,
 , ,DDA04 -> DDA05,0.02025,
 , ,DDA06 -> DDB08,-0.00221,
 , ,DDA06 -> DDC04,-0.02610,
 , ,DDA06 -> DDC05,-0.11060,
 , ,DDA06 -> DDC06,-0.04448,
 , ,DDA07 -> DDB07,0.00247,
 , ,DDB01 -> DDB04,-0.00546,
 , ,DDB02 -> DDB05,-0.01828,
 , ,DDB03 -> DDB02,0.01155,
 , ,DDB03 -> DDD01,0.14379,
 , ,DDB04 -> DDA02,-0.05353,
 , ,DDB05 -> DDB08,0.00892,
 , ,DDB06 -> DI26,-0.00077,
 , ,DDB07 -> DDB06,-0.00574,
 , ,DDB08 -> DDB07,0.00189,
 , ,DDB08 -> DDC01,0.01910,
 , ,DDB08 -> DDC02,-0.04130,
 , ,DDB08 -> DDC03,-0.08908,
 , ,DDB08 -> DDD06,0.02957,
 , ,DDD01 -> DDA04,0.27876,
 , ,DDD02 -> DDD03,-0.43438,
 , ,DDD03 -> DDD04,0.20191,
 , ,DDD03 -> DEA06,0.01781,
 , ,DDD04 -> DDD05,-0.02771,
 , ,DDD05 -> DDD06,-0.11869,
 , ,DDD05 -> DM14,-0.54167,
 , ,DDD06 -> DDD01,0.11226,
 , ,DDD06 -> DDD07,-0.28631,
 , ,DDD06 -> DDD08,-0.27387,
 , ,DEA01 -> DK17,-0.00007,
 , ,DEA02 -> DEB01,0.08202,
 , ,DEA03 -> DEB05,0.06689,
 , ,DEA04 -> DEA05,0.00090,
 , ,DEA04 -> DFA03,-0.30944,
 , ,DEA05 -> DED02,0.02621,
 , ,DEA06 -> DEB08,0.01702,
 , ,DEA06 -> DEC04,0.04224,
 , ,DEA06 -> DEC05,0.02397,
 , ,DEA06 -> DEC06,-0.11671,
 , ,DEA07 -> DEB07,-0.00060,
 , ,DEB01 -> DEB04,-0.01509,
 , ,DEB02 -> DEA03,-0.07730,
 , ,DEB03 -> DEB02,0.00989,
 , ,DEB04 -> DEB03,-0.00676,
 , ,DEB05 -> DEB08,0.01362,
 , ,DEB06 -> DK18,0.01422,
 , ,DEB07 -> DEB06,-0.00542,
 , ,DEB08 -> DEC02,0.09542,
 , ,DEB08 -> DEC03,0.10742,
 , ,DEB08 -> DED06,0.03328,
 , ,DED01 -> DEA04,0.31716,
 , ,DED03 -> DM17,-0.35463,
 , ,DED04 -> DED03,0.00048,
 , ,DED05 -> DED04,-0.61585,
 , ,DED05 -> DED06,-0.53981,
 , ,DED06 -> DDA05,0.39816,
 , ,DED06 -> DDD03,-0.06868,
 , ,DED06 -> DED07,0.10088,
 , ,DED07 -> DED08,-0.02705,
 , ,DED08 -> DED01,-0.04146,
 , ,DFA01 -> DFB04,-0.02462,
 , ,DFA02 -> DFC04,-0.02177,
 , ,DFA04 -> DFA01,0.04171,
 , ,DFB02 -> DFB03,0.00868,
 , ,DFB03 -> DFB04,-0.00172,
 , ,DFB04 -> DFB01,-0.00302,
 , ,DFB04 -> DFC04,-0.01400,
 , ,DFC01 -> DFC02,-0.00048,
 , ,DFC02 -> DGA03,0.00968,
 , ,DFC04 -> DFC01,0.00241,
 , ,DFC04 -> DFC02,0.00220,
 , ,DFC04 -> DFC03,-0.02312,
 , ,DGA01 -> DGA04,-0.00331,
 , ,DGA01 -> DK09,-0.15595,
 , ,DGA02 -> CK03,0.11538,
 , ,DGA02 -> DGC04,0.01031,
 , ,DGA03 -> DGA02,0.02825,
 , ,DGA04 -> DFB02,-0.02335,
 , ,DGC01 -> DGA01,-0.02660,
 , ,DGC02 -> DGC01,0.00861,
 , ,DGC04 -> DGC03,0.00338,
 , ,DH01 -> DH04,-0.02567,
 , ,DH02 -> XDH01,-0.54034,
 , ,DH04 -> DGA01,-0.01715,
 , ,DI25 -> DDA01,0.00564,
 , ,DI26 -> DI25,0.00527,
 , ,DIA05 -> DIA06,0.21655,
 , ,DIA06 -> CN02,0.29536,
 , ,DIA07 -> DIB07,0.37106,
 , ,DIA08 -> DIA07,-0.00222,
 , ,DIB01 -> DIB02,-0.26292,
 , ,DIB02 -> DIB03,0.29573,
 , ,DIB03 -> DIB04,-0.30010,
 , ,DIB04 -> DIB05,0.30302,
 , ,DIB05 -> DIB06,-0.30257,
 , ,DIB06 -> DIA08,-0.07232,
 , ,DIB07 -> DIB08,-0.36444,
 , ,DIB08 -> DIB09,0.38674,
 , ,DIB09 -> DIB10,-0.30119,
 , ,DIB10 -> DIB11,0.29644,
 , ,DIB11 -> DIB12,-0.38401,
 , ,DIB12 -> DIA06,0.19813,
 , ,DJ01 -> CE04,0.18971,
